sitio,trilha,ponto,quadrante,dist,cap,q,m,e,rep,onça
CT-RBG-1-30,2,50,2,99,42,,,,,
CT-RBG-1-30,2,50,3,560,38,,,,,
CT-RBG-1-30,2,50,4,207,39,,,,,
CT-RBG-1-30,2,40,1,420,79.5,,,,,
CT-RBG-1-30,2,40,2,191,67.5,,,,,
CT-RBG-1-30,2,40,3,408,33,,,,,
CT-RBG-1-30,2,40,4,95,109,,,,,
CT-RBG-1-30,2,30,1,79,150,,,,,
CT-RBG-1-30,2,30,2,173,37,,,,,
CT-RBG-1-30,2,30,3,209,53,,,,,
CT-RBG-1-30,2,30,4,182,34,,,,,
CT-RBG-1-30,2,20,1,391,117,,,,,
CT-RBG-1-30,2,20,2,321,61,,,,,
CT-RBG-1-30,2,20,3,444,69,,,,,
CT-RBG-1-30,2,20,4,403,32,,,,,
CT-RBG-1-30,2,10,1,600,39,,,,,
CT-RBG-1-30,2,10,2,315,89,,,,,
CT-RBG-1-30,2,10,3,395,32,,,,,
CT-RBG-1-30,2,10,4,456,90.5,,,,,
CT-RBG-1-30,3,50,1,157,57,,,,,
CT-RBG-1-30,3,50,2,107,50,,,,,
CT-RBG-1-30,3,50,3,220,46,,,,,
CT-RBG-1-30,3,50,4,171,48,,,,,
CT-RBG-1-30,3,40,1,0,0,,,,,
CT-RBG-1-30,3,40,2,382,62,,,,,
CT-RBG-1-30,3,40,3,700,187,,,,,
CT-RBG-1-30,3,40,4,283,53,,,,,
CT-RBG-1-30,3,30,1,700,76,,,,,
CT-RBG-1-30,3,30,2,900,36,,1,,,
CT-RBG-1-30,3,30,3,464,60,,,,,
CT-RBG-1-30,3,30,4,131,54,,,,,
CT-RBG-1-30,3,20,1,412,41,,1,,,
CT-RBG-1-30,3,20,2,328,37,,,,,
CT-RBG-1-30,3,20,3,0,0,,,,,
CT-RBG-1-30,3,20,4,169,45,,,,,
CT-RBG-1-30,3,10,1,235,52,,,,,
CT-RBG-1-30,3,10,2,161,88,,,,,
CT-RBG-1-30,3,10,3,600,46,,,,,
CT-RBG-1-30,3,10,4,296,33,,,,,
CT-RBG-1-06,1,50,1,111,51,,,,,
CT-RBG-1-06,1,50,2,292,37,,,,,
CT-RBG-1-06,1,50,3,252,57,,,,,
CT-RBG-1-06,1,50,4,684,58,,,,,
CT-RBG-1-06,1,40,1,102,34,,,,,
CT-RBG-1-06,1,40,2,500,89,,,1,,
CT-RBG-1-06,1,40,3,0,0,,,,,
CT-RBG-1-06,1,40,4,621,67,,,,,
CT-RBG-1-06,1,30,1,172,70,,,,,
CT-RBG-1-06,1,30,2,195,51,,,,,
CT-RBG-1-06,1,30,3,451,32,,,,,
CT-RBG-1-06,1,30,4,425,33,,,,,
CT-RBG-1-06,1,20,1,563,127,,,,,
CT-RBG-1-06,1,20,2,211,60,,,,,
CT-RBG-1-06,1,20,3,173,38,,,,,
CT-RBG-1-06,1,20,4,123,48,,,,,
CT-RBG-1-06,1,10,1,392,44,,,,,
CT-RBG-1-06,1,10,2,442,76,,,,,
CT-RBG-1-06,1,10,3,190,68,,1,,,
CT-RBG-1-06,1,10,4,821,55,,,,,
CT-RBG-1-06,1,50,1,168,61,,,,,
CT-RBG-1-06,2,50,2,94,33,,,,,
CT-RBG-1-06,2,50,3,521,80,,,,,
CT-RBG-1-06,2,50,4,389,52,,,,,
CT-RBG-1-06,2,40,1,0,0,,,,,
CT-RBG-1-06,2,40,2,729,,,,,rep p50 q4,
CT-RBG-1-06,2,40,3,337,90,,,,,
CT-RBG-1-06,2,40,4,0,0,,,,,
CT-RBG-1-06,2,30,1,406,36,,,,,
CT-RBG-1-06,2,30,2,430,46,,,,,
CT-RBG-1-06,2,30,3,532,42,,,,,
CT-RBG-1-06,2,30,4,280,45,,1,,,
CT-RBG-1-06,2,20,1,255,40,,,,,
CT-RBG-1-06,2,20,2,363,95,,,,,
CT-RBG-1-06,2,20,3,182,57,,,,,
CT-RBG-1-06,2,20,4,395,44,,,,,
CT-RBG-1-06,2,10,1,454,38,,,,,
CT-RBG-1-06,2,10,2,525,51,,,,,
CT-RBG-1-06,2,10,3,226,38,,,,,
CT-RBG-1-06,2,10,4,317,168,,,,,
CT-RBG-1-06,3,50,1,165,64,,,,,
CT-RBG-1-06,3,50,2,428,70,,,,,
CT-RBG-1-06,3,50,3,124,32,,,,,
CT-RBG-1-06,3,50,4,620,39,,,,,
CT-RBG-1-06,3,40,1,134,39,,,,,
CT-RBG-1-06,3,40,2,274,32,,,,,
CT-RBG-1-06,3,40,3,369,33,,,,,
CT-RBG-1-06,3,40,4,106,91,,,,,
CT-RBG-1-06,3,30,1,632,174,,,,,
CT-RBG-1-06,3,30,2,512,106,,,,,
CT-RBG-1-06,3,30,3,341,62,,,,,
CT-RBG-1-06,3,30,4,326,51,,,,,
CT-RBG-1-06,3,20,1,382,69,,,,,
CT-RBG-1-06,3,20,2,432,,,,,rep p30 q1,
CT-RBG-1-06,3,20,3,178,103,,,,,
CT-RBG-1-06,3,20,4,142,67,,,,,
CT-RBG-1-06,3,10,1,70,32,,,,,
CT-RBG-1-06,3,10,2,275,35,,,,,
CT-RBG-1-06,3,10,3,278,64,,,,,
CT-RBG-1-06,3,10,4,119,58,,,,,
CT-RBG-1-02,1,50,1,238,87,,,,,
CT-RBG-1-02,1,50,2,138,71,,,,,
CT-RBG-1-02,1,50,3,394,47,,,,,
CT-RBG-1-02,1,50,4,401,63,,,,,
CT-RBG-1-02,1,40,1,62,32,,,,,
CT-RBG-1-02,1,40,2,207,171,,,,,
CT-RBG-1-02,1,40,3,743,,,,,rep p50 q1,
CT-RBG-1-02,1,40,4,133,44,,,,,
CT-RBG-1-02,1,30,1,0,0,,,,,
CT-RBG-1-02,1,30,2,145,38,,,,,
CT-RBG-1-02,1,30,3,95,48,,,,,
CT-RBG-1-02,1,30,4,150,41,,,,,
CT-RBG-1-02,1,20,1,289,33,,,,,
CT-RBG-1-02,1,20,2,221,121,,,,,
CT-RBG-1-02,1,20,3,95,35,,,,,
CT-RBG-1-02,1,20,4,560,54,,,,,
CT-RBG-1-02,1,10,1,396,67,,,,,
CT-RBG-1-02,1,10,2,295,80,,,1,,
CT-RBG-1-02,1,10,3,250,82,,,,,
CT-RBG-1-02,1,10,4,370,32,,,,,
CT-RBG-1-02,1,50,1,447,48,,,,,
CT-RBG-1-02,2,50,2,638,53,,,,,
CT-RBG-1-02,2,50,3,0,0,,,,,
CT-RBG-1-02,2,50,4,491,50,,,,,
CT-RBG-1-02,2,40,1,360,46,,,,,
CT-RBG-1-02,2,40,2,0,0,,,,,
CT-RBG-1-02,2,40,3,92,33,,,,,
CT-RBG-1-02,2,40,4,98,50,,,,,
CT-RBG-1-02,2,30,1,680,59,,,,,
CT-RBG-1-02,2,30,2,237,55,,,,,
CT-RBG-1-02,2,30,3,257,37,,,,,
CT-RBG-1-02,2,30,4,164,102,,,,,
CT-RBG-1-02,2,20,1,125,39,,,,,
CT-RBG-1-02,2,20,2,307,39,,,,,
CT-RBG-1-02,2,20,3,193,55,,,,,
CT-RBG-1-02,2,20,4,630,69,,,,,
CT-RBG-1-02,2,10,1,230,50,,,,,
CT-RBG-1-02,2,10,2,420,46,,,,,
CT-RBG-1-02,2,10,3,521,39,,,,,
CT-RBG-1-02,2,10,4,208,48,,,,,
CT-RBG-1-02,3,50,1,0,0,,,,,
CT-RBG-1-02,3,50,2,0,0,,,,,
CT-RBG-1-02,3,50,3,0,0,,,,,
CT-RBG-1-02,3,50,4,0,0,,,,,
CT-RBG-1-02,3,40,1,394,48,,,1,,
CT-RBG-1-02,3,40,2,635,50,,,1,,
CT-RBG-1-02,3,40,3,304,31,,,,,
CT-RBG-1-02,3,40,4,541,68,,,1,,
CT-RBG-1-02,3,30,1,427,96,,,,,
CT-RBG-1-02,3,30,2,288,31,,,,,
CT-RBG-1-02,3,30,3,422,66,,,,,
CT-RBG-1-02,3,30,4,269,38,,,,,
CT-RBG-1-02,3,20,1,231,37,,,,,
CT-RBG-1-02,3,20,2,242,134,,,1,,
CT-RBG-1-02,3,20,3,75,74,,,,,
CT-RBG-1-02,3,20,4,186,95,,,,,
CT-RBG-1-02,3,10,1,515,99,,,,,
CT-RBG-1-02,3,10,2,114,81,,,,,
CT-RBG-1-02,3,10,3,0,0,,,,,
CT-RBG-1-02,3,10,4,288,32,,,,,
CT-RBG-1-03,1,50,1,244,59,,,,,
CT-RBG-1-03,1,50,2,129,49,,,,,
CT-RBG-1-03,1,50,3,455,88,,,,,
CT-RBG-1-03,1,50,4,621,35,,,,,
CT-RBG-1-03,1,40,1,358,40,,,,,
CT-RBG-1-03,1,40,2,338,33,,,,,
CT-RBG-1-03,1,40,3,263,38,,1,,,
CT-RBG-1-03,1,40,4,138,36,,,,,
CT-RBG-1-03,1,30,1,128,46,,,,,
CT-RBG-1-03,1,30,2,232,92,,,,,
CT-RBG-1-03,1,30,3,245,43,,,,,
CT-RBG-1-03,1,30,4,0,0,,,,,
CT-RBG-1-03,1,20,1,512,62,,,,,
CT-RBG-1-03,1,20,2,166,55,,,,,
CT-RBG-1-03,1,20,3,234,66,,,,,
CT-RBG-1-03,1,20,4,174,50,,,,,
CT-RBG-1-03,1,10,1,835,40,,,,,
CT-RBG-1-03,1,10,2,274,77,,,,,
CT-RBG-1-03,1,10,3,356,39,,,,,
CT-RBG-1-03,1,10,4,461,34,,,,,
CT-RBG-1-03,1,50,1,368,48,,,,,
CT-RBG-1-03,2,50,2,51,55,,,,,
CT-RBG-1-03,2,50,3,322,37,,,,,
CT-RBG-1-03,2,50,4,135,102,,,,,
CT-RBG-1-03,2,40,1,392,31,,,,,
CT-RBG-1-03,2,40,2,86,62,,,,,
CT-RBG-1-03,2,40,3,245,40,,,,,
CT-RBG-1-03,2,40,4,452,37,,,,,
CT-RBG-1-03,2,30,1,315,148,,,,,
CT-RBG-1-03,2,30,2,180,37,,,,,
CT-RBG-1-03,2,30,3,500,,,,,rep p40 q4,
CT-RBG-1-03,2,30,4,267,36,,,,,
CT-RBG-1-03,2,20,1,171,73,,,,,
CT-RBG-1-03,2,20,2,385,32,,,,,
CT-RBG-1-03,2,20,3,177,69,,,,,
CT-RBG-1-03,2,20,4,374,45,,,,,
CT-RBG-1-03,2,10,1,227,165,,,,,
CT-RBG-1-03,2,10,2,238,32,,,,,
CT-RBG-1-03,2,10,3,140,49,,,,,
CT-RBG-1-03,2,10,4,393,32,,,,,
CT-RBG-1-03,3,50,1,362,74,,,,,
CT-RBG-1-03,3,50,2,515,73,,,,,
CT-RBG-1-03,3,50,3,498,109,,,,,
CT-RBG-1-03,3,50,4,82,46,,,,,
CT-RBG-1-03,3,40,1,532,40,,,,,
CT-RBG-1-03,3,40,2,355,39,,,,,
CT-RBG-1-03,3,40,3,113,33,,,,,
CT-RBG-1-03,3,40,4,402,33,,,,,
CT-RBG-1-03,3,30,1,457,136,,,,,
CT-RBG-1-03,3,30,2,323,32,,,,,
CT-RBG-1-03,3,30,3,276,110,,,,,
CT-RBG-1-03,3,30,4,630,34,,,,,
CT-RBG-1-03,3,20,1,448,53,,,,,
CT-RBG-1-03,3,20,2,334,56,,,,,
CT-RBG-1-03,3,20,3,350,45,,,,,
CT-RBG-1-03,3,20,4,400,69,,,,,
CT-RBG-1-03,3,10,1,860,113,,,,,
CT-RBG-1-03,3,10,2,476,33,,,,,
CT-RBG-1-03,3,10,3,489,37,,,,,
CT-RBG-1-03,3,10,4,218,45,,,,,
CT-RBG-2-91,1,50,1,460,67,,,,,
CT-RBG-2-91,1,50,2,134,32.5,,,,,
CT-RBG-2-91,1,50,3,281,80.5,,,,,
CT-RBG-2-91,1,50,4,224,35,,,,,
CT-RBG-2-91,1,40,1,520,76,,,,,
CT-RBG-2-91,1,40,2,360,133,,,,,
CT-RBG-2-91,1,40,3,395,72,,,1,,
CT-RBG-2-91,1,40,4,151,41,,,1,,
CT-RBG-2-91,1,30,1,153,56,,,1,,
CT-RBG-2-91,1,30,2,100,74,,,1,,
CT-RBG-2-91,1,30,3,683,52.5,,,,,
CT-RBG-2-91,1,30,4,183,54,,,,,
CT-RBG-2-91,1,20,1,164,48.5,,,,,
CT-RBG-2-91,1,20,2,200,49,,,,,
CT-RBG-2-91,1,20,3,442,63,,,,,
CT-RBG-2-91,1,20,4,307,50,,,1,,
CT-RBG-2-91,1,10,1,274,36,,,1,,
CT-RBG-2-91,1,10,2,168,68,,,,,
CT-RBG-2-91,1,10,3,500,48,,,,,
CT-RBG-2-91,1,10,4,275,183,,,1,,
CT-RBG-2-91,1,50,1,312,84,,,,,
CT-RBG-2-91,2,50,2,397,55.5,,1,,,
CT-RBG-2-91,2,50,3,750,47,,,,,
CT-RBG-2-91,2,50,4,407,65.5,,,,,
CT-RBG-2-91,2,40,1,510,38,,,,,
CT-RBG-2-91,2,40,2,220,67.5,,,,,
CT-RBG-2-91,2,40,3,540,124.5,,,,,
CT-RBG-2-91,2,40,4,382,125,,,,,
CT-RBG-2-91,2,30,1,400,48,,,,,
CT-RBG-2-91,2,30,2,359,75,,,,,
CT-RBG-2-91,2,30,3,106,39,,,,,
CT-RBG-2-91,2,30,4,657,121,,,,,
CT-RBG-2-91,2,20,1,745,37,,1,,,
CT-RBG-2-91,2,20,2,0,0,,,,,
CT-RBG-2-91,2,20,3,428,43,,,,,
CT-RBG-2-91,2,20,4,590,157,,,,,
CT-RBG-2-91,2,10,1,645,37.5,,,,,
CT-RBG-2-91,2,10,2,487,55.5,,,,,
CT-RBG-2-91,2,10,3,150,96,,,,,
CT-RBG-2-91,2,10,4,245,43.5,,,,,
CT-RBG-2-91,3,50,1,144,33.5,,,,,
CT-RBG-2-91,3,50,2,210,60,,,,,
CT-RBG-2-91,3,50,3,340,39,,,,,
CT-RBG-2-91,3,50,4,343,47,,,,,
CT-RBG-2-91,3,40,1,167,128.5,,,,,
CT-RBG-2-91,3,40,2,476,60,,,,,
CT-RBG-2-91,3,40,3,820,33,,,,,
CT-RBG-2-91,3,40,4,342,58,,,,,
CT-RBG-2-91,3,30,1,333,38.5,,,,,
CT-RBG-2-91,3,30,2,376,43.5,,,,,
CT-RBG-2-91,3,30,3,350,39.5,,,,,
CT-RBG-2-91,3,30,4,600,58.5,,,,,
CT-RBG-2-91,3,20,1,0,0,,,,,
CT-RBG-2-91,3,20,2,222,36.5,,,,,
CT-RBG-2-91,3,20,3,328,36,,,,,
CT-RBG-2-91,3,20,4,70,117.5,,1,,,
CT-RBG-2-91,3,10,1,173,82.5,,,,,
CT-RBG-2-91,3,10,2,332,34.5,,,,,
CT-RBG-2-91,3,10,3,644,61.5,,,,,
CT-RBG-2-91,3,10,4,630,57,,,,,
CT-RBG-2-92,1,50,1,590,78.5,,,,,
CT-RBG-2-92,1,50,2,267,64,,,,,
CT-RBG-2-92,1,50,3,457,50,,,,,
CT-RBG-2-92,1,50,4,560,49.5,,,,,
CT-RBG-2-92,1,40,1,192,43,,,,,
CT-RBG-2-92,1,40,2,359,185,,,,,
CT-RBG-2-92,1,40,3,490,,,,,rep p50 q4,
CT-RBG-2-92,1,40,4,700,52,,,,,
CT-RBG-2-92,1,30,1,428,170,,,,,
CT-RBG-2-92,1,30,2,256,39.5,,,,,
CT-RBG-2-92,1,30,3,300,,,,,rep p40 q4,
CT-RBG-2-92,1,30,4,800,43,,,,,
CT-RBG-2-92,1,20,1,300,201,,,,,
CT-RBG-2-92,1,20,2,570,54,,,,,
CT-RBG-2-92,1,20,3,173,70.5,,1,,,
CT-RBG-2-92,1,20,4,265,32,,,,,
CT-RBG-2-92,1,10,1,500,71,,,,,
CT-RBG-2-92,1,10,2,880,36.5,,,,,
CT-RBG-2-92,1,10,3,153,55.5,,,,,
CT-RBG-2-92,1,10,4,459,81,,,,,
CT-RBG-2-92,1,50,1,863,50,,,,,
CT-RBG-2-92,2,50,2,289,92,,,,,
CT-RBG-2-92,2,50,3,0,0,,,,,
CT-RBG-2-92,2,50,4,215,37,,,,,
CT-RBG-2-92,2,40,1,467,75.5,,,,,
CT-RBG-2-92,2,40,2,388,68.5,,,,,
CT-RBG-2-92,2,40,3,245,33.5,,,,,
CT-RBG-2-92,2,40,4,229,224,,,,,
CT-RBG-2-92,2,30,1,334,37,,,,,
CT-RBG-2-92,2,30,2,608,47.5,,,,,
CT-RBG-2-92,2,30,3,493,40,,,,,
CT-RBG-2-92,2,30,4,475,58,,,,,
CT-RBG-2-92,2,20,1,397,82,,,,,
CT-RBG-2-92,2,20,2,420,33.5,,,,,
CT-RBG-2-92,2,20,3,700,44,,,,,
CT-RBG-2-92,2,20,4,301,63,,,,,
CT-RBG-2-92,2,10,1,333,62,,,,,
CT-RBG-2-92,2,10,2,630,170,,,,,
CT-RBG-2-92,2,10,3,388,41.5,,,,,
CT-RBG-2-92,2,10,4,493,50,,,,,
CT-RBG-2-92,3,50,1,500,55,,,,,
CT-RBG-2-92,3,50,2,230,54,,,,,
CT-RBG-2-92,3,50,3,610,54.5,,,,,
CT-RBG-2-92,3,50,4,870,52,,,,,
CT-RBG-2-92,3,40,1,600,45,,,,,
CT-RBG-2-92,3,40,2,210,69,,,,,
CT-RBG-2-92,3,40,3,70,204,,,,,
CT-RBG-2-92,3,40,4,110,106,,,,,
CT-RBG-2-92,3,30,1,240,48.5,,,,,
CT-RBG-2-92,3,30,2,220,126,,,,,
CT-RBG-2-92,3,30,3,920,89,,,,,
CT-RBG-2-92,3,30,4,251,44,,,,,
CT-RBG-2-92,3,20,1,290,46,,,,,
CT-RBG-2-92,3,20,2,510,42.5,,,,,
CT-RBG-2-92,3,20,3,525,35,,,,,
CT-RBG-2-92,3,20,4,800,115,,,1,,
CT-RBG-2-92,3,10,1,250,36,,,,,
CT-RBG-2-92,3,10,2,500,197.5,,,,,
CT-RBG-2-92,3,10,3,600,,,,,rep p20 q4,
CT-RBG-2-92,3,10,4,288,38.5,,,,,
CT-RBG-1-35,1,50,1,690,64,,,,,
CT-RBG-1-35,1,50,2,477,93,,,,,
CT-RBG-1-35,1,50,3,218,55,,,,,
CT-RBG-1-35,1,50,4,565,162,,,,,
CT-RBG-1-35,1,40,1,358,40,,,,,
CT-RBG-1-35,1,40,2,0,0,,,,,
CT-RBG-1-35,1,40,3,0,0,,,,,
CT-RBG-1-35,1,40,4,352,64,,,,,
CT-RBG-1-35,1,30,1,312,47,,,,,
CT-RBG-1-35,1,30,2,445,47,,,,,
CT-RBG-1-35,1,30,3,373,60,,,,,
CT-RBG-1-35,1,30,4,258,43.5,,,,,
CT-RBG-1-35,1,20,1,800,152,,,,,
CT-RBG-1-35,1,20,2,370,33,,,,,
CT-RBG-1-35,1,20,3,165,102,,,,,
CT-RBG-1-35,1,20,4,197,121.5,,,,,
CT-RBG-1-35,1,10,1,480,40,,,,,
CT-RBG-1-35,1,10,2,405,81,,,,,
CT-RBG-1-35,1,10,3,342,49,,,,,
CT-RBG-1-35,1,10,4,87,205,,,,,
CT-RBG-1-35,1,50,1,590,54,,1,,,
CT-RBG-1-35,2,50,2,890,103,,,,,
CT-RBG-1-35,2,50,3,0,0,,,,,
CT-RBG-1-35,2,50,4,0,0,,,,,
CT-RBG-1-35,2,40,1,307,60,,1,,,
CT-RBG-1-35,2,40,2,386,58,,1,,,
CT-RBG-1-35,2,40,3,540,60,1,1,1,,
CT-RBG-1-35,2,40,4,0,0,,,,,
CT-RBG-1-35,2,30,1,241,35,,1,,,
CT-RBG-1-35,2,30,2,500,80.5,,1,1,,
CT-RBG-1-35,2,30,3,182,34.5,,1,,,
CT-RBG-1-35,2,30,4,139,40,,1,,,
CT-RBG-1-35,2,20,1,555,52,,1,,,
CT-RBG-1-35,2,20,2,0,0,,,,,
CT-RBG-1-35,2,20,3,96,40,,1,,,
CT-RBG-1-35,2,20,4,0,0,,,,,
CT-RBG-1-35,2,10,1,368,115,,,,,
CT-RBG-1-35,2,10,2,0,0,,,,,
CT-RBG-1-35,2,10,3,423,135,,,,,
CT-RBG-1-35,2,10,4,135,82,,,,,
CT-RBG-1-35,3,50,1,310,50,,1,,,
CT-RBG-1-35,3,50,2,0,0,,,,,
CT-RBG-1-35,3,50,3,122,92.2,,,,,
CT-RBG-1-35,3,50,4,269,53,,,,,
CT-RBG-1-35,3,40,1,0,0,,,,,
CT-RBG-1-35,3,40,2,0,0,,,,,
CT-RBG-1-35,3,40,3,380,40,,1,,,
CT-RBG-1-35,3,40,4,350,42,,,,,
CT-RBG-1-35,3,30,1,570,71.5,,,,,
CT-RBG-1-35,3,30,2,0,0,,,,,
CT-RBG-1-35,3,30,3,446,36,,,,,
CT-RBG-1-35,3,30,4,0,0,,,,,
CT-RBG-1-35,3,20,1,473,32,,,,,
CT-RBG-1-35,3,20,2,140,54,,1,,,
CT-RBG-1-35,3,20,3,192,36.5,,,,,
CT-RBG-1-35,3,20,4,900,215,,,,,
CT-RBG-1-35,3,10,1,600,220,,,,,
CT-RBG-1-35,3,10,2,0,0,,,,,
CT-RBG-1-35,3,10,3,394,132,,,,,
CT-RBG-1-35,3,10,4,380,78,,,,,
CT-RBG-2-103,1,50,1,419,108,,,,,
CT-RBG-2-103,1,50,2,921,52.5,,,,,
CT-RBG-2-103,1,50,3,370,151.5,,,,,
CT-RBG-2-103,1,50,4,500,51,,,,,
CT-RBG-2-103,1,40,1,0,0,,,,,
CT-RBG-2-103,1,40,2,0,0,,,,,
CT-RBG-2-103,1,40,3,438,105,,,,,
CT-RBG-2-103,1,40,4,464,48,,,,,
CT-RBG-2-103,1,30,1,0,0,,,,,
CT-RBG-2-103,1,30,2,369,179.5,,,,,
CT-RBG-2-103,1,30,3,0,0,,,,,
CT-RBG-2-103,1,30,4,473,108,,,,,
CT-RBG-2-103,1,20,1,457,112,,,1,,
CT-RBG-2-103,1,20,2,400,105.5,,,1,,
CT-RBG-2-103,1,20,3,,,,,,rep p30 q4,
CT-RBG-2-103,1,20,4,435,44,,,,,
CT-RBG-2-103,1,10,1,151,43.5,,,,,
CT-RBG-2-103,1,10,2,712,102,,,,,
CT-RBG-2-103,1,10,3,0,0,,,,,
CT-RBG-2-103,1,10,4,704,41,,,,,
CT-RBG-2-103,1,50,1,130,54.4,,,,,
CT-RBG-2-103,2,50,2,300,102.6,,,,,
CT-RBG-2-103,2,50,3,350,41,,,,,
CT-RBG-2-103,2,50,4,231,63.2,,,,,
CT-RBG-2-103,2,40,1,750,36.6,,,,,
CT-RBG-2-103,2,40,2,68,38,,,,,
CT-RBG-2-103,2,40,3,425,75.7,,,1,,
CT-RBG-2-103,2,40,4,296,44.5,,,,,
CT-RBG-2-103,2,30,1,76,56,,,,,
CT-RBG-2-103,2,30,2,207,148.5,,,,,
CT-RBG-2-103,2,30,3,227,60.3,,,,,
CT-RBG-2-103,2,30,4,600,52.6,,,,,
CT-RBG-2-103,2,20,1,290,38.5,,,1,,
CT-RBG-2-103,2,20,2,363,496.5,,,,,
CT-RBG-2-103,2,20,3,327,59.8,,,,,
CT-RBG-2-103,2,20,4,506,52.2,,,1,,
CT-RBG-2-103,2,10,1,400,80.2,,,1,,
CT-RBG-2-103,2,10,2,0,0,,,,,
CT-RBG-2-103,2,10,3,200,48.5,,,,,
CT-RBG-2-103,2,10,4,595,36,,,,,
CT-RBG-2-103,3,50,1,70,35,,,,,
CT-RBG-2-103,3,50,2,170,44.5,,,,,
CT-RBG-2-103,3,50,3,573,52.1,,1,,,
CT-RBG-2-103,3,50,4,393,47.4,,,,,
CT-RBG-2-103,3,40,1,325,89.4,,,,,
CT-RBG-2-103,3,40,2,280,170,,,,,
CT-RBG-2-103,3,40,3,322,66.7,,,,,
CT-RBG-2-103,3,40,4,327,32.1,,,,,
CT-RBG-2-103,3,30,1,100,42.1,,,,,
CT-RBG-2-103,3,30,2,225,46.5,,,,,
CT-RBG-2-103,3,30,3,680,49.4,,,,,
CT-RBG-2-103,3,30,4,183,57.5,,,,,
CT-RBG-2-103,3,20,1,420,83.3,,,,,
CT-RBG-2-103,3,20,2,436,32.1,,,,,
CT-RBG-2-103,3,20,3,0,0,,,,,
CT-RBG-2-103,3,20,4,550,75.9,,,,,
CT-RBG-2-103,3,10,1,270,48.7,,,,,
CT-RBG-2-103,3,10,2,325,60.7,,,,,
CT-RBG-2-103,3,10,3,426,53.4,,,,,
CT-RBG-2-103,3,10,4,615,123.2,,,,,
CT-RBG-2-118,1,50,1,255,45,,,,,
CT-RBG-2-118,1,50,2,825,39,,1,,,
CT-RBG-2-118,1,50,3,166,53,,,,,
CT-RBG-2-118,1,50,4,326,46,,,,,
CT-RBG-2-118,1,40,1,515,43.5,,,,,
CT-RBG-2-118,1,40,2,811,150,,,,,
CT-RBG-2-118,1,40,3,900,50,,1,,,
CT-RBG-2-118,1,40,4,705,37,,,,,
CT-RBG-2-118,1,30,1,51,41.5,,,,,
CT-RBG-2-118,1,30,2,230,35,,,,,
CT-RBG-2-118,1,30,3,742,49,,,,,
CT-RBG-2-118,1,30,4,157,33.5,,,,,
CT-RBG-2-118,1,20,1,124,32,,,,,
CT-RBG-2-118,1,20,2,331,35,,,,,
CT-RBG-2-118,1,20,3,350,68,,,,,
CT-RBG-2-118,1,20,4,267,89,,,,,
CT-RBG-2-118,1,10,1,156,34,,,,,
CT-RBG-2-118,1,10,2,48,59.5,,,,,
CT-RBG-2-118,1,10,3,310,35.5,,,,,
CT-RBG-2-118,1,10,4,268,34,,,,,
CT-RBG-2-118,1,50,1,530,80,,,,,
CT-RBG-2-118,2,50,2,907,36,,,,,
CT-RBG-2-118,2,50,3,191,33,,,,,
CT-RBG-2-118,2,50,4,367,35,,,,,
CT-RBG-2-118,2,40,1,114,119,,,,,
CT-RBG-2-118,2,40,2,703,56,,,,,
CT-RBG-2-118,2,40,3,365,41,,,,,
CT-RBG-2-118,2,40,4,467,37,,,,,
CT-RBG-2-118,2,30,1,256,58,,,,,
CT-RBG-2-118,2,30,2,373,62.5,,,,,
CT-RBG-2-118,2,30,3,500,36,,1,,,
CT-RBG-2-118,2,30,4,316,41,,,,,
CT-RBG-2-118,2,20,1,43,32.5,,,,,
CT-RBG-2-118,2,20,2,335,68,,,,,
CT-RBG-2-118,2,20,3,775,42,,,,,
CT-RBG-2-118,2,20,4,500,71,,,,,
CT-RBG-2-118,2,10,1,381,35,,,,,
CT-RBG-2-118,2,10,2,700,128,,1,,,
CT-RBG-2-118,2,10,3,215,58,,1,,,
CT-RBG-2-118,2,10,4,700,81,,,,,
CT-RBG-2-118,3,50,1,15,39,,,,,
CT-RBG-2-118,3,50,2,388,59,,,,,
CT-RBG-2-118,3,50,3,920,62,,,,,
CT-RBG-2-118,3,50,4,710,32,,,,,
CT-RBG-2-118,3,40,1,112,32,,,,,
CT-RBG-2-118,3,40,2,330,33,,,,,
CT-RBG-2-118,3,40,3,340,50,,1,,,
CT-RBG-2-118,3,40,4,93,38.5,,,,,
CT-RBG-2-118,3,30,1,224,96,,,,,
CT-RBG-2-118,3,30,2,360,42,,,,,
CT-RBG-2-118,3,30,3,315,71.5,,,,,
CT-RBG-2-118,3,30,4,311,38,,,,,
CT-RBG-2-118,3,20,1,100,32,,,,,
CT-RBG-2-118,3,20,2,195,199,,,,,
CT-RBG-2-118,3,20,3,378,39,,,,,
CT-RBG-2-118,3,20,4,198,36.5,,,,,
CT-RBG-2-118,3,10,1,611,40,,,,,
CT-RBG-2-118,3,10,2,500,90,,,,,
CT-RBG-2-118,3,10,3,225,131,,,,,
CT-RBG-2-118,3,10,4,374,39,,,,,
CT-RBG-2-112,1,50,1,414,83,,,,,
CT-RBG-2-112,1,50,2,461,77,,,,,
CT-RBG-2-112,1,50,3,495,120,,1,,,
CT-RBG-2-112,1,50,4,203,31.5,,,1,,
CT-RBG-2-112,1,40,1,337,36,,,,,
CT-RBG-2-112,1,40,2,234,36,,1,1,,
